timestamp,arbitration_id,extended,remote,error,dlc,data
11.697,0x50e,0,0,0,8,AAAAAAAAAAA=
11.729,0x10c,0,0,0,8,AQCAAAAAAAA=
11.789,0x12c,0,0,0,8,AggAAHAXAAA=
11.797,0x19f,0,0,0,8,AAAAAHgoAAA=
11.897,0x50f,0,0,0,8,eCgtAHcFYAA=
11.921,0x12d,0,0,0,8,AACIE+AuAQA=
11.997,0x1a7,0,0,0,8,AAAAGQgARBY=
12.142,0x12a,0,0,0,8,EAAAAAACAAA=
12.182,0x10b,0,0,0,8,BQ8AAAAAAAA=
12.596,0x310,0,0,0,8,AQACAAAAAAA=
12.696,0x50e,0,0,0,8,AAAAAAAAAAA=
12.732,0x10c,0,0,0,8,AQCAAAAAAAA=
12.79,0x12c,0,0,0,8,AggAAHAXAAA=
12.797,0x19f,0,0,0,8,AAAAAHcoAAA=
12.896,0x50f,0,0,0,8,eCgpAHQFYAA=
12.92,0x12d,0,0,0,8,AACIE+AuAQA=
12.997,0x1a7,0,0,0,8,AAAAGQgARBY=
13.14,0x12a,0,0,0,8,EAAAAAACAAA=
13.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
13.597,0x310,0,0,0,8,AQACAAAAAAA=
13.697,0x50e,0,0,0,8,AAAAAAAAAAA=
13.73,0x10c,0,0,0,8,AQCAAAAAAAA=
13.788,0x12c,0,0,0,8,AggAAHAXAAA=
13.797,0x19f,0,0,0,8,AAAAAHgoAAA=
13.897,0x50f,0,0,0,8,eCgvAHUFYAA=
13.919,0x12d,0,0,0,8,AACIE+AuAQA=
13.997,0x1a7,0,0,0,8,AAAAGQgARBY=
14.139,0x12a,0,0,0,8,EAAAAAACAAA=
14.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
14.597,0x310,0,0,0,8,AQACAAAAAAA=
14.697,0x50e,0,0,0,8,AAAAAAAAAAA=
14.728,0x10c,0,0,0,8,AQCAAAAAAAA=
14.788,0x12c,0,0,0,8,AggAAHAXAAA=
14.797,0x19f,0,0,0,8,AAAAAHgoAAA=
14.897,0x50f,0,0,0,8,eCg3AHYFYAA=
14.92,0x12d,0,0,0,8,AACIE+AuAQA=
14.997,0x1a7,0,0,0,8,AAAAGQgARBY=
15.14,0x12a,0,0,0,8,EAAAAAACAAA=
15.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
15.597,0x310,0,0,0,8,AQACAAAAAAA=
15.696,0x50e,0,0,0,8,AAAAAAAAAAA=
15.73,0x10c,0,0,0,8,AQCAAAAAAAA=
15.79,0x12c,0,0,0,8,AggAAHAXAAA=
15.797,0x19f,0,0,0,8,AAAAAHgoAAA=
15.896,0x50f,0,0,0,8,eCgzAHcFYAA=
15.926,0x12d,0,0,0,8,AACIE+AuAQA=
15.997,0x1a7,0,0,0,8,AAAAGQgARBY=
16.139,0x12a,0,0,0,8,EAAAAAACAAA=
16.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
16.583,0x8192a3b,1,0,0,8,AAAAAAAAAAA=
16.597,0x310,0,0,0,8,AQACAAAAAAA=
16.696,0x50e,0,0,0,8,AAAAAAAAAAA=
16.731,0x10c,0,0,0,8,AQCAAAAAAAA=
16.79,0x12c,0,0,0,8,AggAAHAXAAA=
16.797,0x19f,0,0,0,8,AAAAAHgoAAA=
16.897,0x50f,0,0,0,8,eCgyAHUFYAA=
16.919,0x12d,0,0,0,8,AACIE+AuAQA=
16.997,0x1a7,0,0,0,8,AAAAGQgARBY=
17.097,0x10000201,1,0,0,8,AwICAAAAAwA=
17.139,0x12a,0,0,0,8,EAAAAAACAAA=
17.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
17.197,0x10000202,1,0,0,8,AAAAAAAAAAA=
17.297,0x10000203,1,0,0,8,FgADADgPeSg=
17.397,0x10000204,1,0,0,8,UijR/3YFYAA=
17.497,0x10000205,1,0,0,8,AQBkZGRkAAA=
17.5,0x10000206,1,0,0,8,AABEFgAZ7BM=
17.503,0x10000207,1,0,0,8,AAAAALoPAAA=
17.506,0x10000208,1,0,0,8,AAAAAAAAAAA=
17.597,0x310,0,0,0,8,AQACAAAAAAA=
17.697,0x50e,0,0,0,8,AAAAAAAAAAA=
17.728,0x10c,0,0,0,8,AQCAAAAAAAA=
17.788,0x12c,0,0,0,8,AggAAHAXAAA=
17.797,0x19f,0,0,0,8,AAAAAHgoAAA=
17.897,0x50f,0,0,0,8,eCgvAHQFYAA=
17.918,0x12d,0,0,0,8,AACIE+AuAQA=
17.996,0x1a7,0,0,0,8,AAAAGQgARBY=
18.14,0x12a,0,0,0,8,EAAAAAACAAA=
18.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
18.597,0x310,0,0,0,8,AQACAAAAAAA=
18.696,0x50e,0,0,0,8,AAAAAAAAAAA=
18.729,0x10c,0,0,0,8,AQCAAAAAAAA=
18.788,0x12c,0,0,0,8,AggAAHAXAAA=
18.797,0x19f,0,0,0,8,AAAAAHgoAAA=
18.897,0x50f,0,0,0,8,eCgtAHUFYAA=
18.918,0x12d,0,0,0,8,AACIE+AuAQA=
18.997,0x1a7,0,0,0,8,AAAAGQgARBY=
19.137,0x12a,0,0,0,8,EAAAAAACAAA=
19.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
19.597,0x310,0,0,0,8,AQACAAAAAAA=
19.697,0x50e,0,0,0,8,AAAAAAAAAAA=
19.728,0x10c,0,0,0,8,AQCAAAAAAAA=
19.789,0x12c,0,0,0,8,AggAAHAXAAA=
19.797,0x19f,0,0,0,8,AAAAAHgoAAA=
19.897,0x50f,0,0,0,8,eCgxAHYFYAA=
19.918,0x12d,0,0,0,8,AACIE+AuAQA=
10.997,0x1a7,0,0,0,8,AAAAGQgARBY=
11.137,0x12a,0,0,0,8,EAAAAAACAAA=
11.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
11.597,0x310,0,0,0,8,AQACAAAAAAA=
11.697,0x50e,0,0,0,8,AAAAAAAAAAA=
11.73,0x10c,0,0,0,8,AQCAAAAAAAA=
11.789,0x12c,0,0,0,8,AggAAHAXAAA=
11.797,0x19f,0,0,0,8,AAAAAHgoAAA=
11.896,0x50f,0,0,0,8,eCgyAHcFYAA=
11.92,0x12d,0,0,0,8,AACIE+AuAQA=
11.997,0x1a7,0,0,0,8,AAAAGQgARBY=
12.14,0x12a,0,0,0,8,EAAAAAACAAA=
12.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
12.597,0x310,0,0,0,8,AQACAAAAAAA=
12.696,0x50e,0,0,0,8,AAAAAAAAAAA=
12.732,0x10c,0,0,0,8,AQCAAAAAAAA=
12.79,0x12c,0,0,0,8,AggAAHAXAAA=
12.797,0x19f,0,0,0,8,AAAAAHgoAAA=
12.896,0x50f,0,0,0,8,eCgyAHcFYAA=
12.921,0x12d,0,0,0,8,AACIE+AuAQA=
12.997,0x1a7,0,0,0,8,AAAAGQgARBY=
13.14,0x12a,0,0,0,8,EAAAAAACAAA=
13.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
13.597,0x310,0,0,0,8,AQACAAAAAAA=
13.697,0x50e,0,0,0,8,AAAAAAAAAAA=
13.729,0x10c,0,0,0,8,AQCAAAAAAAA=
13.789,0x12c,0,0,0,8,AggAAHAXAAA=
13.796,0x19f,0,0,0,8,AAAAAHgoAAA=
13.896,0x50f,0,0,0,8,eCguAHUFYAA=
13.921,0x12d,0,0,0,8,AACIE+AuAQA=
13.996,0x1a7,0,0,0,8,AAAAGQgARBY=
14.144,0x12a,0,0,0,8,EAAAAAACAAA=
14.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
14.597,0x310,0,0,0,8,AQACAAAAAAA=
14.697,0x50e,0,0,0,8,AAAAAAAAAAA=
14.729,0x10c,0,0,0,8,AQCAAAAAAAA=
14.789,0x12c,0,0,0,8,AggAAHAXAAA=
14.797,0x19f,0,0,0,8,AAAAAHgoAAA=
14.897,0x50f,0,0,0,8,eCgwAHQFYAA=
14.918,0x12d,0,0,0,8,AACIE+AuAQA=
14.996,0x1a7,0,0,0,8,AAAAGQgARBY=
15.138,0x12a,0,0,0,8,EAAAAAACAAA=
15.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
15.596,0x310,0,0,0,8,AQACAAAAAAA=
15.697,0x50e,0,0,0,8,AAAAAAAAAAA=
15.727,0x10c,0,0,0,8,AQCAAAAAAAA=
15.789,0x12c,0,0,0,8,AggAAHAXAAA=
15.797,0x19f,0,0,0,8,AAAAAHgoAAA=
15.897,0x50f,0,0,0,8,eCguAHYFYAA=
15.917,0x12d,0,0,0,8,AACIE+AuAQA=
15.996,0x1a7,0,0,0,8,AAAAGQgARBY=
16.139,0x12a,0,0,0,8,EAAAAAACAAA=
16.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
16.596,0x310,0,0,0,8,AQACAAAAAAA=
16.697,0x50e,0,0,0,8,AAAAAAAAAAA=
16.729,0x10c,0,0,0,8,AQCAAAAAAAA=
16.789,0x12c,0,0,0,8,AggAAHAXAAA=
16.796,0x19f,0,0,0,8,AAAAAHgoAAA=
16.896,0x50f,0,0,0,8,eCgxAHcFYAA=
16.928,0x12d,0,0,0,8,AACIE+AuAQA=
16.996,0x1a7,0,0,0,8,AAAAGQgARBY=
17.141,0x12a,0,0,0,8,EAAAAAACAAA=
17.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
17.582,0x8192a3b,1,0,0,8,AAAAAAAAAAA=
17.597,0x310,0,0,0,8,AQACAAAAAAA=
17.696,0x50e,0,0,0,8,AAAAAAAAAAA=
17.73,0x10c,0,0,0,8,AQCAAAAAAAA=
17.789,0x12c,0,0,0,8,AggAAHAXAAA=
17.796,0x19f,0,0,0,8,AAAAAHgoAAA=
17.896,0x50f,0,0,0,8,eCg2AHcFYAA=
17.92,0x12d,0,0,0,8,AACIE+AuAQA=
17.996,0x1a7,0,0,0,8,AAAAGQgARBY=
18.097,0x10000201,1,0,0,8,AwICAAAAAwA=
18.14,0x12a,0,0,0,8,EAAAAAACAAA=
18.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
18.197,0x10000202,1,0,0,8,AAAAAAAAAAA=
18.297,0x10000203,1,0,0,8,BwADADgPeSg=
18.396,0x10000204,1,0,0,8,UijR/3YFYAA=
18.497,0x10000205,1,0,0,8,AQBkZGRkAAA=
18.499,0x10000206,1,0,0,8,AACoFgAZ7BM=
18.502,0x10000207,1,0,0,8,AAAAAAEQAAA=
18.505,0x10000208,1,0,0,8,AAAAAAAAAAA=
18.596,0x310,0,0,0,8,AQACAAAAAAA=
18.696,0x50e,0,0,0,8,AAAAAAAAAAA=
18.727,0x10c,0,0,0,8,AQCAAAAAAAA=
18.788,0x12c,0,0,0,8,AggAAHAXAAA=
18.797,0x19f,0,0,0,8,AAAAAHgoAAA=
18.897,0x50f,0,0,0,8,dygtAHQFYAA=
18.919,0x12d,0,0,0,8,AACIE+AuAQA=
18.996,0x1a7,0,0,0,8,AAAAGQgAqBY=
19.14,0x12a,0,0,0,8,EAAAAAACAAA=
19.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
19.597,0x310,0,0,0,8,AQACAAAAAAA=
19.696,0x50e,0,0,0,8,AAAAAAAAAAA=
19.728,0x10c,0,0,0,8,AQCAAAAAAAA=
19.789,0x12c,0,0,0,8,AggAAHAXAAA=
19.796,0x19f,0,0,0,8,AAAAAHgoAAA=
19.896,0x50f,0,0,0,8,eCgtAHYFYAA=
19.918,0x12d,0,0,0,8,AACIE+AuAQA=
19.997,0x1a7,0,0,0,8,AAAAGQgAqBY=
20.138,0x12a,0,0,0,8,EAAAAAACAAA=
20.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
20.597,0x310,0,0,0,8,AQACAAAAAAA=
20.696,0x50e,0,0,0,8,AAAAAAAAAAA=
20.728,0x10c,0,0,0,8,AQCAAAAAAAA=
20.788,0x12c,0,0,0,8,AggAAHAXAAA=
20.797,0x19f,0,0,0,8,AAAAAHgoAAA=
20.896,0x50f,0,0,0,8,eCgsAHQFYAA=
20.918,0x12d,0,0,0,8,AACIE+AuAQA=
11.996,0x1a7,0,0,0,8,AAAAGQgAqBY=
12.137,0x12a,0,0,0,8,EAAAAAACAAA=
12.176,0x10b,0,0,0,8,BQ8AAAAAAAA=
12.596,0x310,0,0,0,8,AQACAAAAAAA=
12.696,0x50e,0,0,0,8,AAAAAAAAAAA=
12.73,0x10c,0,0,0,8,AQCAAAAAAAA=
12.79,0x12c,0,0,0,8,AggAAHAXAAA=
12.797,0x19f,0,0,0,8,AAAAAHgoAAA=
12.896,0x50f,0,0,0,8,eCgwAHUFYAA=
12.92,0x12d,0,0,0,8,AACIE+AuAQA=
12.997,0x1a7,0,0,0,8,AAAAGQgAqBY=
13.139,0x12a,0,0,0,8,EAAAAAACAAA=
13.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
13.596,0x310,0,0,0,8,AQACAAAAAAA=
13.696,0x50e,0,0,0,8,AAAAAAAAAAA=
13.73,0x10c,0,0,0,8,AQCAAAAAAAA=
13.789,0x12c,0,0,0,8,AggAAHAXAAA=
13.796,0x19f,0,0,0,8,AAAAAHgoAAA=
13.897,0x50f,0,0,0,8,eCg0AHUFYAA=
13.92,0x12d,0,0,0,8,AACIE+AuAQA=
13.996,0x1a7,0,0,0,8,AAAAGQgAqBY=
14.139,0x12a,0,0,0,8,EAAAAAACAAA=
14.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
14.597,0x310,0,0,0,8,AQACAAAAAAA=
14.697,0x50e,0,0,0,8,AAAAAAAAAAA=
14.729,0x10c,0,0,0,8,AQCAAAAAAAA=
14.789,0x12c,0,0,0,8,AggAAHAXAAA=
14.797,0x19f,0,0,0,8,AAAAAHcoAAA=
14.896,0x50f,0,0,0,8,dygxAHcFYAA=
14.919,0x12d,0,0,0,8,AACIE+AuAQA=
14.997,0x1a7,0,0,0,8,AAAAGQgAqBY=
15.139,0x12a,0,0,0,8,EAAAAAACAAA=
15.184,0x10b,0,0,0,8,BQ8AAAAAAAA=
15.597,0x310,0,0,0,8,AQACAAAAAAA=
15.696,0x50e,0,0,0,8,AAAAAAAAAAA=
15.73,0x10c,0,0,0,8,AQCAAAAAAAA=
15.789,0x12c,0,0,0,8,AggAAHAXAAA=
15.797,0x19f,0,0,0,8,AAAAAHgoAAA=
15.896,0x50f,0,0,0,8,eCgrAHYFYAA=
15.918,0x12d,0,0,0,8,AACIE+AuAQA=
15.996,0x1a7,0,0,0,8,AAAAGQgAqBY=
16.096,0x644,0,0,0,8,EwoAAAMAAAA=
16.138,0x12a,0,0,0,8,EAAAAAACAAA=
16.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
16.196,0x645,0,0,0,8,BQAAAAAAAAA=
16.596,0x310,0,0,0,8,AQACAAAAAAA=
16.696,0x50e,0,0,0,8,AAAAAAAAAAA=
16.728,0x10c,0,0,0,8,AQCAAAAAAAA=
16.788,0x12c,0,0,0,8,AggAAHAXAAA=
16.796,0x19f,0,0,0,8,AAAAAHgoAAA=
16.896,0x50f,0,0,0,8,eCgwAHQFYAA=
16.917,0x12d,0,0,0,8,AACIE+AuAQA=
16.996,0x1a7,0,0,0,8,AAAAGQgAqBY=
17.137,0x12a,0,0,0,8,EAAAAAACAAA=
17.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
17.596,0x310,0,0,0,8,AQACAAAAAAA=
17.696,0x50e,0,0,0,8,AAAAAAAAAAA=
17.729,0x10c,0,0,0,8,AQCAAAAAAAA=
17.789,0x12c,0,0,0,8,AggAAHAXAAA=
17.796,0x19f,0,0,0,8,AAAAAHgoAAA=
17.896,0x50f,0,0,0,8,eCgsAHUFYAA=
17.925,0x12d,0,0,0,8,AACIE+AuAQA=
17.996,0x1a7,0,0,0,8,AAAAGQgADBc=
18.139,0x12a,0,0,0,8,EAAAAAACAAA=
18.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
18.579,0x8192a3b,1,0,0,8,AAAAAAAAAAA=
18.597,0x310,0,0,0,8,AQACAAAAAAA=
18.696,0x50e,0,0,0,8,AAAAAAAAAAA=
18.729,0x10c,0,0,0,8,AQCAAAAAAAA=
18.789,0x12c,0,0,0,8,AggAAHAXAAA=
18.797,0x19f,0,0,0,8,AAAAAHgoAAA=
18.896,0x50f,0,0,0,8,eCgxAHQFYAA=
18.92,0x12d,0,0,0,8,AACIE+AuAQA=
18.996,0x1a7,0,0,0,8,AAAAGQgADBc=
19.096,0x10000201,1,0,0,8,AwICAAAAAwA=
19.14,0x12a,0,0,0,8,EAAAAAACAAA=
19.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
19.197,0x10000202,1,0,0,8,AAAAAAAAAAA=
19.296,0x10000203,1,0,0,8,bQAEADgPeSg=
19.396,0x10000204,1,0,0,8,UijR/3YFYAA=
19.497,0x10000205,1,0,0,8,AQBkZGRkAAA=
19.5,0x10000206,1,0,0,8,AAAMFwAZ7BM=
19.503,0x10000207,1,0,0,8,AAAAAMgQAAA=
19.506,0x10000208,1,0,0,8,AAAAAAAAAAA=
19.597,0x310,0,0,0,8,AQACAAAAAAA=
19.697,0x50e,0,0,0,8,AAAAAAAAAAA=
19.729,0x10c,0,0,0,8,AQCAAAAAAAA=
19.789,0x12c,0,0,0,8,AggAAHAXAAA=
19.797,0x19f,0,0,0,8,AAAAAHgoAAA=
19.896,0x50f,0,0,0,8,eCg4AHQFYAA=
19.919,0x12d,0,0,0,8,AACIE+AuAQA=
19.996,0x1a7,0,0,0,8,AAAAGQgADBc=
20.138,0x12a,0,0,0,8,EAAAAAACAAA=
20.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
20.597,0x310,0,0,0,8,AQACAAAAAAA=
20.697,0x50e,0,0,0,8,AAAAAAAAAAA=
20.727,0x10c,0,0,0,8,AQCAAAAAAAA=
20.788,0x12c,0,0,0,8,AggAAHAXAAA=
20.797,0x19f,0,0,0,8,AAAAAHgoAAA=
20.896,0x50f,0,0,0,8,eCgyAHUFYAA=
20.918,0x12d,0,0,0,8,AACIE+AuAQA=
20.996,0x1a7,0,0,0,8,AAAAGQgADBc=
21.138,0x12a,0,0,0,8,EAAAAAACAAA=
21.181,0x10b,0,0,0,8,BQ8AAAAAAAA=
21.597,0x310,0,0,0,8,AQACAAAAAAA=
21.696,0x50e,0,0,0,8,AAAAAAAAAAA=
21.73,0x10c,0,0,0,8,AQCAAAAAAAA=
21.789,0x12c,0,0,0,8,AggAAHAXAAA=
21.796,0x19f,0,0,0,8,AAAAAHgoAAA=
21.896,0x50f,0,0,0,8,eCgwAHQFYAA=
21.918,0x12d,0,0,0,8,AACIE+AuAQA=
12.996,0x1a7,0,0,0,8,AAAAGQgADBc=
13.138,0x12a,0,0,0,8,EAAAAAACAAA=
13.177,0x10b,0,0,0,8,BQ8AAAAAAAA=
13.596,0x310,0,0,0,8,AQACAAAAAAA=
13.696,0x50e,0,0,0,8,AAAAAAAAAAA=
13.729,0x10c,0,0,0,8,AQCAAAAAAAA=
13.79,0x12c,0,0,0,8,AggAAHAXAAA=
13.796,0x19f,0,0,0,8,AAAAAHgoAAA=
13.895,0x50f,0,0,0,8,eCgxAHcFYAA=
13.918,0x12d,0,0,0,8,AACIE+AuAQA=
13.996,0x1a7,0,0,0,8,AAAAGQgADBc=
14.141,0x12a,0,0,0,8,EAAAAAACAAA=
14.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
14.596,0x310,0,0,0,8,AQACAAAAAAA=
14.696,0x50e,0,0,0,8,AAAAAAAAAAA=
14.73,0x10c,0,0,0,8,AQCAAAAAAAA=
14.79,0x12c,0,0,0,8,AggAAHAXAAA=
14.796,0x19f,0,0,0,8,AAAAAHgoAAA=
14.896,0x50f,0,0,0,8,eCgtAHQFYAA=
14.924,0x12d,0,0,0,8,AACIE+AuAQA=
14.996,0x1a7,0,0,0,8,AAAAGQgADBc=
15.139,0x12a,0,0,0,8,EAAAAAACAAA=
15.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
15.596,0x310,0,0,0,8,AQACAAAAAAA=
15.696,0x50e,0,0,0,8,AAAAAAAAAAA=
15.729,0x10c,0,0,0,8,AQCAAAAAAAA=
15.789,0x12c,0,0,0,8,AggAAHAXAAA=
15.796,0x19f,0,0,0,8,AAAAAHgoAAA=
15.896,0x50f,0,0,0,8,dygqAHUFYAA=
15.921,0x12d,0,0,0,8,AACIE+AuAQA=
15.996,0x1a7,0,0,0,8,AAAAGQgADBc=
16.138,0x12a,0,0,0,8,EAAAAAACAAA=
16.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
16.596,0x310,0,0,0,8,AQACAAAAAAA=
16.696,0x50e,0,0,0,8,AAAAAAAAAAA=
16.729,0x10c,0,0,0,8,AQCAAAAAAAA=
16.789,0x12c,0,0,0,8,AggAAHAXAAA=
16.796,0x19f,0,0,0,8,AAAAAHgoAAA=
16.896,0x50f,0,0,0,8,eCgsAHUFYAA=
16.919,0x12d,0,0,0,8,AACIE+AuAQA=
16.996,0x1a7,0,0,0,8,AAAAGQgADBc=
17.139,0x12a,0,0,0,8,EAAAAAACAAA=
17.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
17.596,0x310,0,0,0,8,AQACAAAAAAA=
17.696,0x50e,0,0,0,8,AAAAAAAAAAA=
17.727,0x10c,0,0,0,8,AQCAAAAAAAA=
17.789,0x12c,0,0,0,8,AggAAHAXAAA=
17.796,0x19f,0,0,0,8,AAAAAHgoAAA=
17.896,0x50f,0,0,0,8,dygwAHUFYAA=
17.919,0x12d,0,0,0,8,AACIE+AuAQA=
17.996,0x1a7,0,0,0,8,AAAAGQgADBc=
18.139,0x12a,0,0,0,8,EAAAAAACAAA=
18.177,0x10b,0,0,0,8,BQ8AAAAAAAA=
18.596,0x310,0,0,0,8,AQACAAAAAAA=
18.695,0x50e,0,0,0,8,AAAAAAAAAAA=
18.731,0x10c,0,0,0,8,AQCAAAAAAAA=
18.79,0x12c,0,0,0,8,AggAAHAXAAA=
18.796,0x19f,0,0,0,8,AAAAAHgoAAA=
18.896,0x50f,0,0,0,8,eCguAHYFYAA=
18.926,0x12d,0,0,0,8,AACIE+AuAQA=
18.996,0x1a7,0,0,0,8,AAAAGQgADBc=
19.142,0x12a,0,0,0,8,EAAAAAACAAA=
19.181,0x10b,0,0,0,8,BQ8AAAAAAAA=
19.58,0x8192a3b,1,0,0,8,AAAAAAAAAAA=
19.596,0x310,0,0,0,8,AQACAAAAAAA=
19.696,0x50e,0,0,0,8,AAAAAAAAAAA=
19.734,0x10c,0,0,0,8,AQCAAAAAAAA=
19.791,0x12c,0,0,0,8,AggAAHAXAAA=
19.796,0x19f,0,0,0,8,AAAAAHgoAAA=
19.896,0x50f,0,0,0,8,eCgmAHcFYAA=
19.918,0x12d,0,0,0,8,AACIE+AuAQA=
19.995,0x1a7,0,0,0,8,AAAAGQgADBc=
20.096,0x10000201,1,0,0,8,AwICAAAAAwA=
20.139,0x12a,0,0,0,8,EAAAAAACAAA=
20.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
20.197,0x10000202,1,0,0,8,AAAAAAAAAAA=
20.296,0x10000203,1,0,0,8,nQADADgPeSg=
20.396,0x10000204,1,0,0,8,UijR/3cFYAA=
20.496,0x10000205,1,0,0,8,AQBkZGRkAAA=
20.499,0x10000206,1,0,0,8,AAAMFwAZ7BM=
20.502,0x10000207,1,0,0,8,AAAAAN8QAAA=
20.505,0x10000208,1,0,0,8,AAAAAAAAAAA=
20.596,0x310,0,0,0,8,AQACAAAAAAA=
20.696,0x50e,0,0,0,8,AAAAAAAAAAA=
20.733,0x10c,0,0,0,8,AQCAAAAAAAA=
20.788,0x12c,0,0,0,8,AggAAHAXAAA=
20.796,0x19f,0,0,0,8,AAAAAHgoAAA=
20.896,0x50f,0,0,0,8,eCg1AHQFYAA=
20.922,0x12d,0,0,0,8,AACIE+AuAQA=
20.996,0x1a7,0,0,0,8,AAAAGQgADBc=
21.14,0x12a,0,0,0,8,EAAAAAACAAA=
21.181,0x10b,0,0,0,8,BQ8AAAAAAAA=
21.596,0x310,0,0,0,8,AQACAAAAAAA=
21.696,0x50e,0,0,0,8,AAAAAAAAAAA=
21.73,0x10c,0,0,0,8,AQCAAAAAAAA=
21.79,0x12c,0,0,0,8,AggAAHAXAAA=
21.796,0x19f,0,0,0,8,AAAAAHcoAAA=
21.895,0x50f,0,0,0,8,dygyAHcFYAA=
21.918,0x12d,0,0,0,8,AACIE+AuAQA=
21.996,0x1a7,0,0,0,8,AAAAGQgADBc=
22.14,0x12a,0,0,0,8,EAAAAAACAAA=
22.18,0x10b,0,0,0,8,BQ8AAAAAAAA=
22.596,0x310,0,0,0,8,AQACAAAAAAA=
22.696,0x50e,0,0,0,8,AAAAAAAAAAA=
22.729,0x10c,0,0,0,8,AQCAAAAAAAA=
22.789,0x12c,0,0,0,8,AggAAHAXAAA=
22.796,0x19f,0,0,0,8,AAAAAHgoAAA=
22.896,0x50f,0,0,0,8,eCgvAHUFYAA=
22.921,0x12d,0,0,0,8,AACIE+AuAQA=
13.996,0x1a7,0,0,0,8,AAAAGQgADBc=
14.138,0x12a,0,0,0,8,EAAAAAACAAA=
14.179,0x10b,0,0,0,8,BQ8AAAAAAAA=
14.596,0x310,0,0,0,8,AQACAAAAAAA=
14.696,0x50e,0,0,0,8,AAAAAAAAAAA=
14.729,0x10c,0,0,0,8,AQCAAAAAAAA=
14.791,0x12c,0,0,0,8,AggAAHAXAAA=
14.796,0x19f,0,0,0,8,AAAAAHgoAAA=
14.896,0x50f,0,0,0,8,eCgxAHcFYAA=
14.921,0x12d,0,0,0,8,AACIE+AuAQA=
14.996,0x1a7,0,0,0,8,AAAAGQgADBc=
15.142,0x12a,0,0,0,8,EAAAAAACAAA=
15.182,0x10b,0,0,0,8,BQ8AAAAAAAA=
15.595,0x310,0,0,0,8,AQACAAAAAAA=
15.696,0x50e,0,0,0,8,AAAAAAAAAAA=
15.73,0x10c,0,0,0,8,AQCAAAAAAAA=
15.791,0x12c,0,0,0,8,AggAAHAXAAA=
15.796,0x19f,0,0,0,8,AAAAAHgoAAA=
15.895,0x50f,0,0,0,8,eCgwAHUFYAA=
15.919,0x12d,0,0,0,8,AACIE+AuAQA=
15.996,0x1a7,0,0,0,8,AAAAGQgADBc=
16.141,0x12a,0,0,0,8,EAAAAAACAAA=
16.188,0x10b,0,0,0,8,BQ8AAAAAAAA=
16.596,0x310,0,0,0,8,AQACAAAAAAA=
16.696,0x50e,0,0,0,8,AAAAAAAAAAA=
16.728,0x10c,0,0,0,8,AQCAAAAAAAA=
16.789,0x12c,0,0,0,8,AggAAHAXAAA=
16.796,0x19f,0,0,0,8,AAAAAHgoAAA=
16.896,0x50f,0,0,0,8,eCguAHcFYAA=
16.929,0x12d,0,0,0,8,AACIE+AuAQA=
16.996,0x1a7,0,0,0,8,AAAAGQgADBc=
17.14,0x12a,0,0,0,8,EAAAAAACAAA=
17.182,0x10b,0,0,0,8,BQ8AAAAAAAA=
17.596,0x310,0,0,0,8,AQACAAAAAAA=
17.696,0x50e,0,0,0,8,AAAAAAAAAAA=
17.73,0x10c,0,0,0,8,AQCAAAAAAAA=
17.789,0x12c,0,0,0,8,AggAAHAXAAA=
17.795,0x19f,0,0,0,8,AAAAAHgoAAA=
17.895,0x50f,0,0,0,8,eCgvAHcFYAA=
17.918,0x12d,0,0,0,8,AACIE+AuAQA=
17.995,0x1a7,0,0,0,8,AAAAGQgADBc=
18.138,0x12a,0,0,0,8,EAAAAAACAAA=
18.178,0x10b,0,0,0,8,BQ8AAAAAAAA=
18.595,0x310,0,0,0,8,AQACAAAAAAA=
18.696,0x50e,0,0,0,8,AAAAAAAAAAA=
18.728,0x10c,0,0,0,8,AQCAAAAAAAA=
